course,prof,gpa,% of A,% of B,section_,semester
VIST 284,PEREZ M,3.872,91%,6%,702,2019 Spring
VIST 284,LINDIG N,3.090,27%,64%,703,2019 Spring
VIST 305,ANDREASSON M,3.812,81%,19%,501,2019 Spring
VIST 305,SEO J,3.555,56%,44%,502,2019 Spring
VIST 305,RAMADAN H,3.500,50%,50%,503,2019 Spring
VIST 305,KICKLIGHTER C,3.000,12%,75%,504,2019 Spring
VIST 357,SEO J,2.909,36%,36%,501,2019 Spring
VIST 370,JENKS M,3.857,86%,14%,500,2019 Spring
VIST 374,FINCH S,3.285,36%,57%,500,2019 Spring
VIST 375,JENKS M,3.275,36%,57%,900,2019 Spring
VIST 405,ANDREASSON M,3.785,79%,21%,501,2019 Spring
VIST 405,SEO J,3.428,57%,29%,502,2019 Spring
VIST 405,RAMADAN H,4.000,100%,0%,503,2019 Spring
VIST 432,TASSINARY L,2.750,25%,38%,500,2019 Spring
VIST 465,FINCH K,3.588,65%,29%,500,2019 Spring
VIST 474,EILERS H,3.562,69%,19%,500,2019 Spring
VIST 474,RINGHAM M,3.200,48%,40%,700,2019 Spring
VIST 485,KLEIN B,4.000,100%,0%,501,2019 Spring
VIST 487,THOMAS A,4.000,100%,0%,501,2019 Spring
VIST 491,SEO J,4.000,100%,0%,500,2019 Spring
VIST 494,FINCH S,4.000,100%,0%,500,2019 Spring
VIZA 615,MCLAUGHLIN T,3.583,83%,8%,600,2019 Spring
VIZA 625,FINCH S,3.000,25%,50%,600,2019 Spring
VIZA 631,GALANTER P,3.857,86%,14%,600,2019 Spring
VIZA 644,LAFAYETTE C,4.000,100%,0%,600,2019 Spring
VIZA 656,AKLEMAN E,3.800,80%,20%,600,2019 Spring
VIZA 665,AKLEMAN E,3.800,80%,20%,600,2019 Spring
VIZA 680,HOUSE F,3.555,56%,44%,600,2019 Spring
